# Data file generated by UNFUZZY
# You can visualize the data surfaces using gnuplot.
# Use, for example, the following instrucctions in gnuplot:
# 
# set title 'ahorro.csv'
# set xyplane at 0
# set xlabel 'Ingresos'
# set ylabel 'Gastos'
# set zlabel 'Ahorro'
# splot 'ahorro.csv' u 1:2:3 with lines palette notitle
# 
# 'Ingresos'	'Gastos'	'Ahorro'	
0.7	0.35	0.631836	
0.7	0.4	0.620801	
0.7	0.45	0.610561	
0.7	0.5	0.603431	
0.7	0.55	0.568521	
0.7	0.6	0.541069	
0.7	0.65	0.517783	
0.7	0.7	0.5	
0.7	0.75	0.483355	
0.7	0.8	0.4674	
0.7	0.85	0.447577	
0.7	0.9	0.421788	
0.7	0.95	0.391596	
0.7	1	0.35351	

0.75	0	0.798974	
0.75	0.05	0.758821	
0.75	0.1	0.728986	
0.75	0.15	0.706948	
0.75	0.2	0.688364	
0.75	0.25	0.67438	
0.75	0.3	0.663184	
0.75	0.35	0.651565	
0.75	0.4	0.641253	
0.75	0.45	0.631679	
0.75	0.5	0.624998	
0.75	0.55	0.588629	
0.75	0.6	0.559891	
0.75	0.65	0.535412	
0.75	0.7	0.516645	
0.75	0.75	0.5	
0.75	0.8	0.483355	
0.75	0.85	0.464588	
0.75	0.9	0.440109	
0.75	0.95	0.411371	
0.75	1	0.375002	

0.8	0	0.815604	
0.8	0.05	0.771507	
0.8	0.1	0.738992	
0.8	0.15	0.715131	
0.8	0.2	0.695109	
0.8	0.25	0.688364	
0.8	0.3	0.682294	
0.8	0.35	0.671435	
0.8	0.4	0.661766	
0.8	0.45	0.652779	
0.8	0.5	0.64649	
0.8	0.55	0.608404	
0.8	0.6	0.578212	
0.8	0.65	0.552423	
0.8	0.7	0.5326	
0.8	0.75	0.516645	
0.8	0.8	0.5	
0.8	0.85	0.482217	
0.8	0.9	0.458931	
0.8	0.95	0.431479	
0.8	1	0.396569	

0.85	0	0.835277	
0.85	0.05	0.786626	
0.85	0.1	0.751029	
0.85	0.15	0.725074	
0.85	0.2	0.715131	
0.85	0.25	0.706948	
0.85	0.3	0.699681	
0.85	0.35	0.692577	
0.85	0.4	0.68342	
0.85	0.45	0.674887	
0.85	0.5	0.668891	
0.85	0.55	0.62827	
0.85	0.6	0.59607	
0.85	0.65	0.568569	
0.85	0.7	0.552423	
0.85	0.75	0.535412	
0.85	0.8	0.517783	
0.85	0.85	0.5	
0.85	0.9	0.477944	
0.85	0.95	0.451823	
0.85	1	0.418433	

0.9	0	0.860535	
0.9	0.05	0.804919	
0.9	0.1	0.7648	
0.9	0.15	0.751029	
0.9	0.2	0.738992	
0.9	0.25	0.728986	
0.9	0.3	0.72022	
0.9	0.35	0.711988	
0.9	0.4	0.705715	
0.9	0.45	0.697688	
0.9	0.5	0.69202	
0.9	0.55	0.648768	
0.9	0.6	0.614485	
0.9	0.65	0.59607	
0.9	0.7	0.578212	
0.9	0.75	0.559891	
0.9	0.8	0.541069	
0.9	0.85	0.522056	
0.9	0.9	0.5	
0.9	0.95	0.474882	
0.9	1	0.442444	

0.95	0	0.892318	
0.95	0.05	0.82759	
0.95	0.1	0.804919	
0.95	0.15	0.786626	
0.95	0.2	0.771507	
0.95	0.25	0.758821	
0.95	0.3	0.747884	
0.95	0.35	0.738072	
0.95	0.4	0.730382	
0.95	0.45	0.723737	
0.95	0.5	0.718349	
0.95	0.55	0.671096	
0.95	0.6	0.648768	
0.95	0.65	0.62827	
0.95	0.7	0.608404	
0.95	0.75	0.588629	
0.95	0.8	0.568521	
0.95	0.85	0.548177	
0.95	0.9	0.525118	
0.95	0.95	0.5	
0.95	1	0.46858	

1	0	0.936332	
1	0.05	0.892318	
1	0.1	0.860535	
1	0.15	0.835277	
1	0.2	0.815604	
1	0.25	0.798974	
1	0.3	0.784896	
1	0.35	0.772879	
1	0.4	0.763177	
1	0.45	0.755234	
1	0.5	0.75	
1	0.55	0.718349	
1	0.6	0.69202	
1	0.65	0.668891	
1	0.7	0.64649	
1	0.75	0.624998	
1	0.8	0.603431	
1	0.85	0.581567	
1	0.9	0.557556	
1	0.95	0.53142	
1	1	0.5	

