# Data file generated by UNFUZZY
# You can visualize the data surfaces using gnuplot.
# Use, for example, the following instrucctions in gnuplot:
# 
# set title 'ahorro.csv'
# set xyplane at 0
# set xlabel 'Ingresos'
# set ylabel 'Gastos'
# set zlabel 'Ahorro'
# splot 'ahorro.csv' u 1:2:3 with lines palette notitle
# 
# 'Ingresos'	'Gastos'	'Ahorro'	
0	0	0.5	
0	0.05	0.46858	
0	0.1	0.442444	
0	0.15	0.418433	
0	0.2	0.396569	
0	0.25	0.375002	
0	0.3	0.35351	
0	0.35	0.331109	
0	0.4	0.30798	
0	0.45	0.281651	
0	0.5	0.25	
0	0.55	0.244766	
0	0.6	0.236823	
0	0.65	0.227121	
0	0.7	0.215104	
0	0.75	0.201026	
0	0.8	0.184396	
0	0.85	0.164723	
0	0.9	0.139465	
0	0.95	0.107682	
0	1	0.0636681	

0.05	0	0.53142	
0.05	0.05	0.5	
0.05	0.1	0.474882	
0.05	0.15	0.451823	
0.05	0.2	0.431479	
0.05	0.25	0.411371	
0.05	0.3	0.391596	
0.05	0.35	0.37173	
0.05	0.4	0.351232	
0.05	0.45	0.328904	
0.05	0.5	0.281651	
0.05	0.55	0.276263	
0.05	0.6	0.269618	
0.05	0.65	0.261928	
0.05	0.7	0.252116	
0.05	0.75	0.241179	
0.05	0.8	0.228493	
0.05	0.85	0.213374	
0.05	0.9	0.195081	
0.05	0.95	0.17241	
0.05	1	0.107682	

0.1	0	0.557556	
0.1	0.05	0.525118	
0.1	0.1	0.5	
0.1	0.15	0.477944	
0.1	0.2	0.458931	
0.1	0.25	0.440109	
0.1	0.3	0.421788	
0.1	0.35	0.40393	
0.1	0.4	0.385515	
0.1	0.45	0.351232	
0.1	0.5	0.30798	
0.1	0.55	0.302312	
0.1	0.6	0.294285	
0.1	0.65	0.288012	
0.1	0.7	0.27978	
0.1	0.75	0.271014	
0.1	0.8	0.261008	
0.1	0.85	0.248971	
0.1	0.9	0.2352	
0.1	0.95	0.195081	
0.1	1	0.139465	

0.15	0	0.581567	
0.15	0.05	0.548177	
0.15	0.1	0.522056	
0.15	0.15	0.5	
0.15	0.2	0.482217	
0.15	0.25	0.464588	
0.15	0.3	0.447577	
0.15	0.35	0.431431	
0.15	0.4	0.40393	
0.15	0.45	0.37173	
0.15	0.5	0.331109	
0.15	0.55	0.325113	
0.15	0.6	0.31658	
0.15	0.65	0.307423	
0.15	0.7	0.300319	
0.15	0.75	0.293052	
0.15	0.8	0.284869	
0.15	0.85	0.274926	
0.15	0.9	0.248971	
0.15	0.95	0.213374	
0.15	1	0.164723	

0.2	0	0.603431	
0.2	0.05	0.568521	
0.2	0.1	0.541069	
0.2	0.15	0.517783	
0.2	0.2	0.5	
0.2	0.25	0.483355	
0.2	0.3	0.4674	
0.2	0.35	0.447577	
0.2	0.4	0.421788	
0.2	0.45	0.391596	
0.2	0.5	0.35351	
0.2	0.55	0.347221	
0.2	0.6	0.338234	
0.2	0.65	0.328565	
0.2	0.7	0.317706	
0.2	0.75	0.311636	
0.2	0.8	0.304891	
0.2	0.85	0.284869	
0.2	0.9	0.261008	
0.2	0.95	0.228493	
0.2	1	0.184396	

0.25	0	0.624998	
0.25	0.05	0.588629	
0.25	0.1	0.559891	
0.25	0.15	0.535412	
0.25	0.2	0.516645	
0.25	0.25	0.5	
0.25	0.3	0.483355	
0.25	0.35	0.464588	
0.25	0.4	0.440109	
0.25	0.45	0.411371	
0.25	0.5	0.375002	
0.25	0.55	0.368321	
0.25	0.6	0.358747	
0.25	0.65	0.348435	
0.25	0.7	0.336816	
0.25	0.75	0.32562	
0.25	0.8	0.311636	
0.25	0.85	0.293052	
0.25	0.9	0.271014	
0.25	0.95	0.241179	
0.25	1	0.201026	

0.3	0	0.64649	
0.3	0.05	0.608404	
0.3	0.1	0.578212	
0.3	0.15	0.552423	
0.3	0.2	0.5326	
0.3	0.25	0.516645	
0.3	0.3	0.5	
0.3	0.35	0.482217	
0.3	0.4	0.458931	
0.3	0.45	0.431479	
0.3	0.5	0.396569	
0.3	0.55	0.389439	
0.3	0.6	0.379199	
0.3	0.65	0.368164	
0.3	0.7	0.355702	
0.3	0.75	0.336816	
0.3	0.8	0.317706	
0.3	0.85	0.300319	
0.3	0.9	0.27978	
0.3	0.95	0.252116	
0.3	1	0.215104	

0.35	0	0.668891	
0.35	0.05	0.62827	
0.35	0.1	0.59607	
0.35	0.15	0.568569	
0.35	0.2	0.552423	
0.35	0.25	0.535412	
0.35	0.3	0.517783	
0.35	0.35	0.5	
0.35	0.4	0.477944	
0.35	0.45	0.451823	
0.35	0.5	0.418433	
0.35	0.55	0.410844	
0.35	0.6	0.399926	
0.35	0.65	0.388154	
0.35	0.7	0.368164	
0.35	0.75	0.348435	
0.35	0.8	0.328565	
0.35	0.85	0.307423	
0.35	0.9	0.288012	
0.35	0.95	0.261928	
0.35	1	0.227121	

0.4	0	0.69202	
0.4	0.05	0.648768	
0.4	0.1	0.614485	
0.4	0.15	0.59607	
0.4	0.2	0.578212	
0.4	0.25	0.559891	
0.4	0.3	0.541069	
0.4	0.35	0.522056	
0.4	0.4	0.5	
0.4	0.45	0.474882	
0.4	0.5	0.442444	
0.4	0.55	0.434143	
0.4	0.6	0.422194	
0.4	0.65	0.399926	
0.4	0.7	0.379199	
0.4	0.75	0.358747	
0.4	0.8	0.338234	
0.4	0.85	0.31658	
0.4	0.9	0.294285	
0.4	0.95	0.269618	
0.4	1	0.236823	

0.45	0	0.718349	
0.45	0.05	0.671096	
0.45	0.1	0.648768	
0.45	0.15	0.62827	
0.45	0.2	0.608404	
0.45	0.25	0.588629	
0.45	0.3	0.568521	
0.45	0.35	0.548177	
0.45	0.4	0.525118	
0.45	0.45	0.5	
0.45	0.5	0.46858	
0.45	0.55	0.459422	
0.45	0.6	0.434143	
0.45	0.65	0.410844	
0.45	0.7	0.389439	
0.45	0.75	0.368321	
0.45	0.8	0.347221	
0.45	0.85	0.325113	
0.45	0.9	0.302312	
0.45	0.95	0.276263	
0.45	1	0.244766	

0.5	0	0.75	
0.5	0.05	0.718349	
0.5	0.1	0.69202	
0.5	0.15	0.668891	
0.5	0.2	0.64649	
0.5	0.25	0.624998	
0.5	0.3	0.603431	
0.5	0.35	0.581567	
0.5	0.4	0.557556	
0.5	0.45	0.53142	
0.5	0.5	0.5	
0.5	0.55	0.46858	
0.5	0.6	0.442444	
0.5	0.65	0.418433	
0.5	0.7	0.396569	
0.5	0.75	0.375002	
0.5	0.8	0.35351	
0.5	0.85	0.331109	
0.5	0.9	0.30798	
0.5	0.95	0.281651	
0.5	1	0.25	

0.55	0	0.755234	
0.55	0.05	0.723737	
0.55	0.1	0.697688	
0.55	0.15	0.674887	
0.55	0.2	0.652779	
0.55	0.25	0.631679	
0.55	0.3	0.610561	
0.55	0.35	0.589156	
0.55	0.4	0.565857	
0.55	0.45	0.540578	
0.55	0.5	0.53142	
0.55	0.55	0.5	
0.55	0.6	0.474882	
0.55	0.65	0.451823	
0.55	0.7	0.431479	
0.55	0.75	0.411371	
0.55	0.8	0.391596	
0.55	0.85	0.37173	
0.55	0.9	0.351232	
0.55	0.95	0.328904	
0.55	1	0.281651	

0.6	0	0.763177	
0.6	0.05	0.730382	
0.6	0.1	0.705715	
0.6	0.15	0.68342	
0.6	0.2	0.661766	
0.6	0.25	0.641253	
0.6	0.3	0.620801	
0.6	0.35	0.600074	
0.6	0.4	0.577806	
0.6	0.45	0.565857	
0.6	0.5	0.557556	
0.6	0.55	0.525118	
0.6	0.6	0.5	
0.6	0.65	0.477944	
0.6	0.7	0.458931	
0.6	0.75	0.440109	
0.6	0.8	0.421788	
0.6	0.85	0.40393	
0.6	0.9	0.385515	
0.6	0.95	0.351232	
0.6	1	0.30798	

0.65	0	0.772879	
0.65	0.05	0.738072	
0.65	0.1	0.711988	
0.65	0.15	0.692577	
0.65	0.2	0.671435	
0.65	0.25	0.651565	
0.65	0.3	0.631836	
0.65	0.35	0.611846	
0.65	0.4	0.600074	
0.65	0.45	0.589156	
0.65	0.5	0.581567	
0.65	0.55	0.548177	
0.65	0.6	0.522056	
0.65	0.65	0.5	
0.65	0.7	0.482217	
0.65	0.75	0.464588	
0.65	0.8	0.447577	
0.65	0.85	0.431431	
0.65	0.9	0.40393	
0.65	0.95	0.37173	
0.65	1	0.331109	

0.7	0	0.784896	
0.7	0.05	0.747884	
0.7	0.1	0.72022	
0.7	0.15	0.699681	
0.7	0.2	0.682294	
0.7	0.25	0.663184	
0.7	0.3	0.644298	
